date,confirmed,confirmed_cum,deaths,deaths_cum,tests,tests_cum,positives,positives_cum,recovered,recovered_cum,hosp,hosp_cum,icu,icu_cum,vent,vent_cum,vaccines,vaccines_cum
4/8/2020,105,6023,2,51,8668,319368,105,6023,266,2815,-42,263,-6,87,-1,36,0,0
4/9/2020,85,6108,1,52,10766,330134,85,6108,174,2989,-1,262,-6,81,0,36,0,0
4/10/2020,106,6214,3,55,8212,338346,106,6214,153,3142,-26,236,-7,74,2,38,0,0
4/11/2020,88,6302,2,57,9501,347847,88,6302,124,3266,4,240,6,80,0,38,0,0
4/12/2020,22,6324,3,60,6094,353941,22,6324,72,3338,-1,239,1,81,-3,35,0,0
4/13/2020,41,6365,2,62,8195,362136,41,6365,156,3494,-12,227,-2,79,11,46,0,0
4/14/2020,49,6414,1,63,4357,366493,49,6414,104,3598,3,230,1,80,-2,44,0,0
4/15/2020,223,6637,1,64,4884,371377,223,6637,90,3688,-16,214,-7,73,-2,42,0,0
4/16/2020,30,6667,0,64,8626,380003,30,6667,59,3747,-13,201,-6,67,-4,38,0,0
4/17/2020,47,6714,2,66,11527,391530,47,6714,72,3819,-9,192,-7,60,0,38,0,0
4/18/2020,42,6756,3,69,14980,406510,42,6756,344,4163,-8,184,-4,56,-4,34,0,0
4/19/2020,44,6800,2,71,14486,420996,44,6800,67,4230,-6,178,-8,48,-1,33,0,0
4/20/2020,13,6813,1,72,10738,431734,13,6813,28,4258,-8,170,1,49,-1,32,0,0
4/21/2020,22,6835,0,72,8108,439842,22,6835,437,4695,-3,167,-2,47,1,33,0,0
4/22/2020,7,6842,3,75,12599,452441,7,6842,240,4935,-5,162,0,47,-2,31,0,0
4/23/2020,8,6850,1,76,14218,466659,8,6850,110,5045,-10,152,-1,46,-2,29,0,0
4/24/2020,17,6867,3,79,15711,482370,17,6867,91,5136,-13,139,-4,42,-1,28,0,0
4/25/2020,18,6885,2,81,11887,494257,18,6885,237,5373,-10,129,1,43,0,28,0,0
4/26/2020,19,6904,3,84,12192,506449,19,6904,168,5541,-14,115,0,43,-3,25,0,0
4/27/2020,7,6911,0,84,10614,517063,7,6911,47,5588,-2,113,1,44,2,27,0,0
4/28/2020,12,6923,1,85,13616,530679,12,6923,42,5630,-3,110,-1,43,0,27,0,0
4/29/2020,13,6936,5,90,13731,544410,13,6936,40,5670,-16,94,-5,38,-1,26,0,0
4/30/2020,8,6944,2,92,19231,563641,8,6944,47,5717,-5,89,-4,34,-4,22,0,0
5/1/2020,13,6957,2,94,25227,588868,13,6957,30,5747,-6,83,-5,29,-1,21,0,0
5/2/2020,15,6972,0,94,22715,611583,15,6972,49,5796,-4,79,-1,28,0,21,0,0
5/3/2020,18,6990,2,96,21524,633107,18,6990,21,5817,-4,75,0,28,-1,20,0,0
5/4/2020,24,7014,0,96,17107,650214,24,7014,46,5863,-5,70,0,28,0,20,0,0
5/5/2020,26,7040,2,98,14542,664756,26,7040,27,5890,-4,66,-1,27,0,20,0,0
5/6/2020,24,7064,0,98,23900,688656,24,7064,89,5979,-4,62,0,27,-2,18,0,0
5/7/2020,22,7086,0,98,33893,722549,22,7086,59,6038,-4,58,-4,23,-1,17,0,0
5/8/2020,18,7104,0,98,34701,757250,18,7104,46,6084,-2,56,-2,21,-1,16,0,0
5/9/2020,14,7118,0,98,38206,795456,14,7118,53,6137,-5,51,-2,19,-1,15,0,0
5/10/2020,12,7130,0,98,32416,827872,12,7130,29,6166,-8,43,-1,18,0,15,0,0
5/11/2020,7,7137,0,98,27247,855119,7,7137,16,6182,6,49,-2,16,-1,14,0,0
5/12/2020,20,7157,0,98,22808,877927,20,7157,51,6233,-2,47,0,16,1,15,0,0
5/13/2020,11,7168,1,99,31098,909025,11,7168,41,6274,3,50,1,17,-1,14,0,0
5/14/2020,15,7183,0,99,34274,943299,15,7183,25,6299,1,51,1,18,-1,13,0,0
5/15/2020,31,7214,0,99,40517,983816,31,7214,37,6336,-4,47,0,18,0,13,0,0
5/16/2020,17,7231,0,99,31836,1015652,17,7231,30,6366,2,49,-2,16,-1,12,0,0
5/17/2020,8,7239,0,99,26474,1042126,8,7239,3,6369,1,50,0,16,0,12,0,0
5/18/2020,9,7248,1,100,19908,1062034,9,7248,27,6396,-5,45,-4,12,-5,7,0,0
5/19/2020,8,7256,0,100,23836,1085870,8,7256,19,6415,2,47,-1,11,0,7,0,0
5/20/2020,11,7267,1,101,25697,1111567,11,7267,30,6445,-3,44,-2,9,0,7,0,0
5/21/2020,2,7269,0,101,26117,1137684,2,7269,27,6472,-3,41,0,9,0,7,0,0
5/22/2020,14,7283,1,102,32998,1170682,14,7283,8,6480,-1,40,-2,7,-1,6,0,0
5/23/2020,13,7296,1,103,21580,1192262,13,7296,12,6492,-4,36,-2,5,-1,5,0,0
5/24/2020,3,7299,0,103,32533,1224795,3,7299,15,6507,-3,33,0,5,0,5,0,0
5/25/2020,4,7303,0,103,19408,1244203,4,7303,23,6530,-2,31,0,5,0,5,0,0
5/26/2020,15,7318,0,103,44020,1288223,15,7318,21,6551,-1,30,0,5,0,5,0,0
5/27/2020,6,7324,0,103,50098,1338321,6,7324,7,6558,0,30,1,6,-2,3,0,0
5/28/2020,18,7342,0,103,29123,1367444,18,7342,22,6580,-1,29,-1,5,0,3,0,0
5/29/2020,16,7358,0,103,30178,1397622,16,7358,0,6580,-6,23,-1,4,0,3,0,0
5/30/2020,11,7369,0,103,30916,1428538,11,7369,33,6613,-1,22,0,4,0,3,0,0
5/31/2020,10,7379,0,103,26030,1454568,10,7379,-2,6611,-2,20,0,4,-2,1,0,0
6/1/2020,8,7387,0,103,17652,1472220,8,7387,4,6615,0,20,-1,3,0,1,0,0
6/2/2020,17,7404,0,103,18167,1490387,17,7404,5,6620,6,26,1,4,1,2,0,0
6/3/2020,8,7412,0,103,22313,1512700,8,7412,15,6635,-1,25,1,5,0,2,0,0
6/4/2020,11,7423,0,103,33629,1546329,11,7423,25,6660,-2,23,-1,4,0,2,0,0
6/5/2020,11,7434,0,103,32863,1579192,11,7434,16,6676,-2,21,-1,3,0,2,0,0
6/6/2020,2,7436,0,103,11396,1590588,2,7436,8,6684,0,21,1,4,0,2,0,0
6/7/2020,4,7440,0,103,26874,1617462,4,7440,9,6693,-3,18,-1,3,0,2,0,0
6/8/2020,6,7446,0,103,16053,1633515,6,7446,7,6700,1,19,0,3,0,2,0,0
6/9/2020,2,7448,0,103,17169,1650684,2,7448,14,6714,0,19,-1,2,0,2,0,0
6/10/2020,7,7455,0,103,29270,1679954,7,7455,22,6736,1,20,1,3,0,2,0,0
6/11/2020,9,7464,0,103,31269,1711223,9,7464,15,6751,-2,18,-1,2,0,2,0,0
6/12/2020,4,7468,0,103,34327,1745550,4,7468,22,6773,0,18,0,2,0,2,0,0
6/13/2020,13,7481,0,103,37101,1782651,13,7481,29,6802,-2,16,0,2,-2,0,0,0
6/14/2020,18,7499,0,103,29702,1812353,18,7499,26,6828,0,16,1,3,0,0,0,0
6/15/2020,15,7514,0,103,15796,1828149,15,7514,13,6841,1,17,1,4,0,0,0,0
6/16/2020,12,7526,0,103,20198,1848347,12,7526,5,6846,0,17,-1,3,2,2,0,0
6/17/2020,23,7549,0,103,33172,1881519,23,7549,14,6860,-1,16,0,3,1,3,0,0
6/18/2020,21,7570,0,103,45978,1927497,21,7570,0,6860,-2,14,0,3,-1,2,0,0
6/19/2020,18,7588,0,103,42708,1970205,18,7588,10,6870,1,15,-1,2,0,2,0,0
6/20/2020,26,7614,0,103,35173,2005378,26,7614,7,6877,2,17,1,3,-2,0,0,0
6/21/2020,25,7639,0,103,35946,2041324,25,7639,8,6885,-3,14,-1,2,0,0,0,0
6/22/2020,13,7652,0,103,66525,2107849,13,7652,7,6892,2,16,0,2,0,0,0,0
6/23/2020,18,7670,0,103,24972,2132821,18,7670,12,6904,3,19,1,3,0,0,0,0
6/24/2020,29,7699,1,104,47603,2180424,29,7699,9,6913,-3,16,-1,2,0,0,0,0
6/25/2020,36,7735,0,104,51917,2232341,36,7735,17,6930,0,16,0,2,0,0,0,0
6/26/2020,37,7772,0,104,49498,2281839,37,7772,16,6946,-4,12,-1,1,0,0,0,0
6/27/2020,46,7818,0,104,54222,2336061,46,7818,21,6967,0,12,0,1,0,0,0,0
6/28/2020,45,7863,0,104,43114,2379175,45,7863,14,6981,-1,11,0,1,0,0,0,0
6/29/2020,81,7944,0,104,36520,2415695,81,7944,15,6996,4,15,0,1,0,0,0,0
6/30/2020,67,8011,0,104,40287,2455982,67,8011,27,7023,-1,14,0,1,0,0,0,0
7/1/2020,86,8097,0,104,49941,2505923,86,8097,28,7051,4,18,2,3,0,0,0,0
7/2/2020,81,8178,0,104,57859,2563782,81,8178,27,7078,6,24,2,5,0,0,0,0
7/3/2020,65,8243,0,104,54078,2617860,65,8243,38,7116,3,27,2,7,0,0,0,0
7/4/2020,106,8349,0,104,50176,2668036,106,8349,37,7153,2,29,-3,4,0,0,0,0
7/5/2020,87,8436,0,104,45399,2713435,87,8436,44,7197,1,30,0,4,0,0,0,0
7/6/2020,137,8573,2,106,45730,2759165,137,8573,21,7218,4,34,2,6,0,0,0,0
7/7/2020,169,8742,0,106,41942,2801107,169,8742,35,7253,5,39,4,10,0,0,0,0
7/8/2020,130,8872,0,106,55299,2856406,130,8872,31,7284,7,46,-2,8,0,0,0,0
7/9/2020,173,9045,0,106,54425,2910831,173,9045,88,7372,-1,45,2,10,0,0,0,0
7/10/2020,300,9345,0,106,59437,2970268,300,9345,60,7432,9,54,3,13,0,0,0,0
7/11/2020,192,9537,1,107,51225,3021493,192,9537,87,7519,1,55,3,16,0,0,0,0
7/12/2020,244,9781,1,108,53995,3075488,244,9781,4,7523,12,67,1,17,0,0,0,0
7/13/2020,183,9964,0,108,42300,3117788,183,9964,41,7564,25,92,1,18,0,0,0,0
7/14/2020,271,10235,2,110,44449,3162237,271,10235,66,7630,-2,90,9,27,0,0,0,0
7/15/2020,244,10479,1,111,59904,3222141,244,10479,93,7723,21,111,1,28,0,0,0,0
7/16/2020,315,10794,2,113,65575,3287716,315,10794,108,7831,3,114,2,30,0,0,0,0
7/17/2020,425,11219,3,116,62748,3350464,425,11219,81,7912,13,127,2,32,22,22,0,0
7/18/2020,204,11423,3,119,63367,3413831,204,11423,43,7955,-12,115,-6,26,-4,18,0,0
7/19/2020,361,11784,3,122,62632,3476463,361,11784,111,8066,20,135,3,29,0,18,0,0
7/20/2020,268,12052,1,123,57962,3534425,268,12052,122,8188,21,156,4,33,-1,17,0,0
7/21/2020,358,12410,3,126,56310,3590735,358,12410,148,8336,26,182,5,38,6,23,0,0
7/22/2020,468,12878,2,128,59794,3650529,468,12878,109,8445,33,215,4,42,2,25,0,0
7/23/2020,407,13285,5,133,69308,3719837,407,13285,119,8564,-4,211,-1,41,0,25,0,0
7/24/2020,289,13574,7,140,75584,3795421,289,13574,154,8718,6,217,3,44,-24,1,0,0
7/25/2020,353,13927,5,145,64084,3859505,353,13927,86,8804,22,239,2,46,0,1,0,0
7/26/2020,453,14380,10,155,75619,3935124,453,14380,153,8957,2,241,0,46,21,22,0,0
7/27/2020,532,14912,6,161,51966,3987090,532,14912,141,9098,18,259,3,49,2,24,0,0
7/28/2020,369,15281,6,167,44971,4032061,369,15281,120,9218,16,275,-2,47,0,24,0,0
7/29/2020,279,15560,9,176,66188,4098249,279,15560,189,9407,48,323,-1,46,-23,1,0,0
7/30/2020,717,16277,13,189,64853,4163102,717,16277,134,9541,7,330,-6,40,0,1,0,0
7/31/2020,603,16880,8,197,75203,4238305,603,16880,224,9765,37,367,4,44,26,27,0,0
8/1/2020,374,17254,4,201,68919,4307224,374,17254,217,9982,34,401,6,50,1,28,0,0
8/2/2020,641,17895,7,208,57158,4364382,641,17895,224,10206,7,408,-4,46,2,30,0,0
8/3/2020,395,18290,13,221,65529,4429911,395,18290,197,10403,31,439,-3,43,1,31,0,0
8/4/2020,412,18702,11,232,51706,4481617,412,18702,174,10577,44,483,1,44,-26,5,0,0
8/5/2020,714,19416,15,247,70464,4552081,714,19416,144,10721,83,566,7,51,31,36,0,0
8/6/2020,447,19863,8,255,80008,4632089,447,19863,205,10926,34,600,1,52,-2,34,0,0
8/7/2020,410,20273,11,266,91937,4724026,410,20273,202,11128,32,632,-1,51,-1,33,0,0
8/8/2020,425,20698,12,278,40197,4764223,425,20698,239,11367,27,659,2,53,2,35,0,0
8/9/2020,386,21084,16,294,93191,4857414,386,21084,313,11680,0,659,-2,51,-3,32,0,0
8/10/2020,313,21397,18,312,61132,4918546,313,21397,269,11949,5,664,4,55,5,37,0,0
8/11/2020,317,21714,19,331,61626,4980172,317,21714,251,12200,9,673,4,59,-4,33,0,0
8/12/2020,413,22127,21,352,61172,5041344,413,22127,387,12587,13,686,-8,51,-1,32,0,0
8/13/2020,231,22358,9,361,68441,5109785,231,22358,222,12809,0,686,-7,44,-1,31,0,0
8/14/2020,384,22742,14,375,70629,5180414,384,22742,349,13158,-7,679,3,47,0,31,0,0
8/15/2020,293,23035,4,379,63370,5243784,293,23035,284,13442,4,683,1,48,2,33,0,0
8/16/2020,253,23288,17,396,53774,5297558,253,23288,451,13893,-3,680,-1,47,1,34,0,0
8/17/2020,271,23559,25,421,38539,5336097,271,23559,453,14346,-6,674,4,51,3,37,0,0
8/18/2020,214,23773,17,438,44516,5380613,214,23773,390,14736,8,682,1,52,0,37,0,0
8/19/2020,220,23993,12,450,59882,5440495,220,23993,318,15054,12,694,1,53,-3,34,0,0
8/20/2020,243,24236,13,463,68336,5508831,243,24236,2607,17661,-50,644,-2,51,-1,33,0,0
8/21/2020,171,24407,9,472,71149,5579980,171,24407,607,18268,3,647,-4,47,-2,31,0,0
8/22/2020,195,24602,13,485,67697,5647677,195,24602,299,18567,-16,631,-4,43,-4,27,0,0
8/23/2020,210,24812,17,502,58910,5706587,210,24812,474,19041,-27,604,-4,39,-1,26,0,0
8/24/2020,104,24916,15,517,51447,5758034,104,24916,370,19411,55,659,-1,38,-4,22,0,0
8/25/2020,137,25053,8,525,56675,5814709,137,25053,211,19622,-15,644,4,42,1,23,0,0
8/26/2020,152,25205,24,549,71703,5886412,152,25205,286,19908,-41,603,4,46,-3,20,0,0
8/27/2020,117,25322,22,571,86268,5972680,117,25322,266,20174,-45,558,-11,35,-5,15,0,0
8/28/2020,126,25448,11,582,79556,6052236,126,25448,267,20441,-15,543,0,35,6,21,0,0
8/29/2020,99,25547,18,600,67555,6119791,99,25547,223,20664,-33,510,-3,32,0,21,0,0
8/30/2020,123,25670,11,611,48438,6168229,123,25670,260,20924,-9,501,-1,31,-6,15,0,0
8/31/2020,76,25746,41,652,46224,6214453,76,25746,234,21158,-20,481,-4,27,2,17,0,0
9/1/2020,73,25819,5,657,41379,6255832,73,25819,153,21311,-31,450,-1,26,-7,10,0,0
9/2/2020,104,25923,6,663,63963,6319795,104,25923,187,21498,-17,433,-3,23,6,16,0,0
9/3/2020,126,26049,15,678,136194,6455989,126,26049,222,21720,-42,391,3,26,2,18,0,0
9/4/2020,87,26136,59,737,70961,6526950,87,26136,258,21978,-34,357,1,27,-1,17,0,0
9/5/2020,71,26207,11,748,63838,6590788,71,26207,160,22138,-31,326,0,27,2,19,0,0
9/6/2020,72,26279,5,753,66560,6657348,72,26279,137,22275,-16,310,-1,26,1,20,0,0
9/7/2020,43,26322,9,762,36086,6693434,43,26322,136,22411,-16,294,6,32,1,21,0,0
9/8/2020,52,26374,8,770,36963,6730397,52,26374,121,22532,-31,263,-3,29,-5,16,0,0
9/9/2020,91,26465,11,781,58936,6789333,91,26465,139,22671,-42,221,-3,26,-1,15,0,0
9/10/2020,48,26513,7,788,60098,6849431,48,26513,173,22844,-26,195,-3,23,0,15,0,0
9/11/2020,52,26565,9,797,78722,6928153,52,26565,181,23025,-32,163,-5,18,-3,12,0,0
9/12/2020,41,26606,6,803,48002,6976155,41,26606,112,23137,-12,151,-3,15,-2,10,0,0
9/13/2020,44,26650,6,809,39935,7016090,44,26650,133,23270,-14,137,2,17,-3,7,0,0
9/14/2020,41,26691,7,816,30946,7047036,41,26691,116,23386,4,141,1,18,3,10,0,0
9/15/2020,46,26737,0,816,29616,7076652,46,26737,74,23460,-2,139,-1,17,0,10,0,0
9/16/2020,42,26779,8,824,47732,7124384,42,26779,74,23534,-13,126,-1,16,-1,9,0,0
9/17/2020,34,26813,8,832,54357,7178741,34,26813,66,23600,-9,117,0,16,0,9,0,0
9/18/2020,48,26861,5,837,45422,7224163,48,26861,63,23663,-9,108,-1,15,0,9,0,0
9/19/2020,24,26885,6,843,39050,7263213,24,26885,107,23770,-2,106,-3,12,-2,7,0,0
9/20/2020,13,26898,6,849,33039,7296252,13,26898,100,23870,3,109,-2,10,-1,6,0,0
9/21/2020,14,26912,2,851,23436,7319688,14,26912,95,23965,-2,107,-2,8,-2,4,0,0
9/22/2020,30,26942,3,854,31595,7351283,30,26942,61,24026,-7,100,3,11,2,6,0,0
9/23/2020,32,26974,5,859,42410,7393693,32,26974,85,24111,-11,89,0,11,1,7,0,0
9/24/2020,9,26983,2,861,47634,7441327,9,26983,26,24137,-8,81,0,11,0,7,0,0
9/25/2020,17,27000,8,869,38488,7479815,17,27000,72,24209,-10,71,0,11,0,7,0,0
9/26/2020,16,27016,1,870,37705,7517520,16,27016,48,24257,-3,68,1,12,-2,5,0,0
9/27/2020,24,27040,2,872,28703,7546223,24,27040,60,24317,-2,66,0,12,0,5,0,0
9/28/2020,4,27044,3,875,17099,7563322,4,27044,43,24360,-4,62,-1,11,-1,4,0,0
9/29/2020,19,27063,7,882,26010,7589332,19,27063,36,24396,-2,60,-3,8,0,4,0,0
9/30/2020,15,27078,4,886,48071,7637403,15,27078,31,24427,-5,55,1,9,-1,3,0,0
10/1/2020,18,27096,2,888,42248,7679651,18,27096,30,24457,-5,50,0,9,0,3,0,0
10/2/2020,17,27113,2,890,36929,7716580,17,27113,40,24497,1,51,-3,6,0,3,0,0
10/3/2020,8,27121,3,893,30153,7746733,8,27121,25,24522,-2,49,0,6,0,3,0,0
10/4/2020,15,27136,1,894,26188,7772921,15,27136,16,24538,-3,46,0,6,-2,1,0,0
10/5/2020,13,27149,0,894,22602,7795523,13,27149,26,24564,0,46,0,6,1,2,0,0
10/6/2020,25,27174,1,895,23949,7819472,25,27174,24,24588,-9,37,-1,5,0,2,0,0
10/7/2020,8,27182,2,897,33220,7852692,8,27182,19,24607,-5,32,1,6,-2,0,0,0
