Covid_Cases
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
25.0
25.0
27.0
78.0
83.0
80.0
83.0
83.0
80.0
83.0
80.0
83.0
69.0
60.0
69.0
39.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
408.0
410.0
518.0
955.0
1313.0
1292.0
1356.0
1411.0
1373.0
1433.0
1381.0
1442.0
1242.0
1080.0
1242.0
702.0
216.0
216.0
216.0
216.0
216.0
216.0
216.0
216.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
50.0
52.0
61.0
155.0
172.0
160.0
166.0
166.0
160.0
166.0
161.0
167.0
138.0
120.0
138.0
87.0
24.0
24.0
24.0
24.0
24.0
24.0
24.0
25.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
32.0
32.0
32.0
104.0
108.0
104.0
109.0
110.0
107.0
111.0
107.0
112.0
92.0
80.0
92.0
52.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
106.0
106.0
107.0
256.0
353.0
340.0
353.0
354.0
341.0
355.0
342.0
356.0
299.0
260.0
299.0
169.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
52.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3201.0
3233.0
3327.0
3609.0
3700.0
3723.0
4524.0
11419.0
17255.0
19006.0
18251.0
19103.0
18860.0
16400.0
18860.0
10660.0
3280.0
3280.0
3280.0
3280.0
3280.0
3280.0
3280.0
3280.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
74.0
74.0
100.0
204.0
247.0
239.0
248.0
250.0
241.0
250.0
241.0
250.0
207.0
180.0
207.0
117.0
36.0
36.0
36.0
36.0
36.0
36.0
36.0
36.0
