Covid_Cases
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
975.0
978.0
1561.0
2862.0
3021.0
2933.0
3139.0
3143.0
3032.0
3159.0
3076.0
3236.0
2719.0
2367.0
2816.0
1586.0
479.0
481.0
481.0
481.0
482.0
482.0
482.0
482.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
32674.0
32878.0
48501.0
86545.0
92038.0
90353.0
102602.0
109561.0
109538.0
116982.0
115637.0
125090.0
117100.0
103017.0
120654.0
68978.0
20614.0
20629.0
20646.0
20661.0
20680.0
20706.0
20741.0
20755.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
295.0
305.0
427.0
816.0
864.0
835.0
906.0
942.0
911.0
965.0
1186.0
1667.0
2213.0
2056.0
2417.0
1483.0
405.0
406.0
407.0
409.0
409.0
409.0
409.0
410.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9707.0
9850.0
15919.0
28182.0
29947.0
29075.0
30331.0
30895.0
30700.0
32125.0
31472.0
33533.0
30105.0
26562.0
32484.0
19048.0
5412.0
5423.0
5444.0
5452.0
5459.0
5470.0
5478.0
5488.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4139.0
4181.0
6781.0
12044.0
12545.0
12136.0
12685.0
12999.0
12631.0
13494.0
14172.0
15029.0
13752.0
12220.0
14696.0
8610.0
2463.0
2464.0
2469.0
2475.0
2478.0
2484.0
2486.0
2493.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1895.0
1899.0
2448.0
5425.0
6243.0
6022.0
6266.0
6305.0
6089.0
6330.0
6113.0
6419.0
5382.0
4680.0
5382.0
3042.0
936.0
936.0
936.0
936.0
936.0
936.0
936.0
936.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
97985.0
98702.0
105971.0
124116.0
131152.0
135581.0
239753.0
444869.0
464645.0
490295.0
470949.0
492007.0
470074.0
409448.0
470993.0
266282.0
81824.0
81823.0
81825.0
81827.0
81836.0
81839.0
81846.0
81850.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5720.0
5761.0
8490.0
15566.0
16547.0
16731.0
18243.0
18225.0
17890.0
19958.0
20357.0
22052.0
20576.0
18213.0
21346.0
12388.0
3645.0
3648.0
3651.0
3652.0
3656.0
3662.0
3664.0
3669.0
